rating	effectiveness	benefitsreview
10	highly effective	no problems with either meds
8	highly effective	very effective at eliminating pain.
10	highly effective	cleared my acne after 2 months with sporadic breakout but not as severe before starting regiment. wrinkles reduced and cleared scarring as well. my skin texture improved dramatically. hyperpigmentation disappeared and skin seems to be resilient to wrinkles.
2	highly effective	successful management of post-op pain following reconstructive foot surgery including osteotomy with split tendon transfer.
10	highly effective	feeling really relieved from the effects of usual depression, that i had for more than 10 years : feeling very low, no energy, daily crying, fear from future, unhappiness and underestimation of myself, regular temptation of suicide, thought i never tried to kill myself, the idea was becoming an obsession. and this terrible feeling of pretending all the time, at work, with friends, that i was ok, had disappeared. before getting pregnant, i was a bit afraid that i have to stop the medication by my doctor told me to go on, that there was no known side effect with pregnancy, so i went on. my son is now 14 months old and is a wonderful healthy little boy, with a happy mother !
3	moderately effective	the was effective in reducing my pain after the dose was increased from 50 mg to 100 mg.  the diazepam made me sleep all the time which was a good thing as i believe the body heals while sleeping
2	marginally effective	some reduced frequency in urination. didnt seem to reduce urgency a;lkjd ajalkd;           lksdafkj;s  j sdflkjslk
1	considerably effective	the bacterial infection was treated effectively.
1	ineffective	there was no benefit for either my neuropathic pain or migraine headaches.
9	considerably effective	helped reduce nasal discomforts from seasonal allergies.  i had reduced nasal drainage, less sneezing and less eye irritation.
8	marginally effective	it did help dull my foot pain.
1	marginally effective	it did get rid of my headache.
5	moderately effective	help me sleep 6 hours
10	highly effective	i experienced nearly immediate decreased acne, without any of the dreaded sun sensitivity. it decrease papules  whiteheads and blackheads all similarly. the medicine took effect almost immediately. i was not aware was supposed to take on empty stomach and yet still effective.
10	highly effective	a reduction of inflamation in the joints on the hands, feet and elbow.  the nature of taking one does per week was also very beneficial did not have to remember to take daily.
8	considerably effective	my skin was really red (i am very fair skinned) from using harsh products   and peroxide. the redness started to improve within the first week. i just used a mild cleanser and the differing  i had less whiteheads the first two weeks as well but then had a purging period for a couple of weeks. my skin is definitely clearer now but not perfect. did not help at all with oily skin.
1	moderately effective	became addictive .. docs never told anything that it should only be used very short term, less then two weeks!  the then become addictive. not only that, the told me nothing of side affects, nor tolerance withdrawals, nor, you need to withdraw slowly.  these are very dangerous drugs, you my think it helps, but you will pay he'll being on any  benzodiazepines   if you don,t believe this, go tow benzo.org read dr (prof) ashton,s manuel.   you will suffer the depth of he'll if you don,t get off these.  .
4	considerably effective	lower my blood pressure out of the range
4	marginally effective	i am not sure if it was levothyroxine that helped to normalise the hormone levels. it's kind of strange, as they've only were back in range, when i stopped taking l-thyroxine.
10	highly effective	this pill is awesome!
7	moderately effective	helped to alleviate allergic reactions to the environmental allergy agents.
1	ineffective	i had no treatment benefits. did not stop the sweating, but i started bleeding vaginally quite heavy. i t had a period in 6 years. then this happened. i also had some mild cramping like you get when your period is going to start. bright red blood, some clotting as well. went off of of prempro after 33 days. i am still bleeding but i have been told that this will stop now that i have stopped prempro........also i suggest you look online and get informed about the severe side effects........my doctor in the end stated that she would never take them........would have been nice if she told me this before i did and when she prescribed them for me.
8	considerably effective	the benefits are: helps acne and scarring, improves skin texture, heals acne quicker, and feels refreshing.
8	considerably effective	"cymbalta got me out of a major depression.  i am still taking it.  it also relieved my back pain for about 6 months but that good effect has diminished.  while i still am not the happiest camper, i am able to function normally.  i was not able to function before the cymbalta.  when i first got on it, i had extreme fatigue for several days and some ""electric jolts""  when i was lying down.  however, that side-effect has gone.  it also causes some constipation, which is something i've rarely experienced!  i eat a very high-fiber diet but even so im not my ""normal"" regular self.   im writing this because of all the negative things i've read online.  if i had read them before i started the cymbalta i would not have gone it.  im happy i did not read anything!  i now feel that these reviews are written by  people with miserable results, or people who are incredibly impatient and expect and instantaneous cure are the folks writing most reviews."
10	highly effective	ear infection is gone.
7	highly effective	immediate relief from acute, severe post-surgical spinal pain following three-level lumbar fusion. minimized discomfort so that i was ambulatory, which was a key factor in my recuperation (physical movement was encouraged)
7	highly effective	the prevention of pregnancy was the benefit in addition to almost completely eliminating a monthly menstrual cycle.  other than that, there were no other benefits involved in taking this medication.  the benefits at the time that i was taking this drug outweighed the risks. however, at this time, the risks and side effects now outweigh the benefits.
8	considerably effective	thicker hair shafts, darker hair color, stronger hair roots, less greying, halting of hair loss, fuller hair, more hair coverage, healthier looking hair.
9	highly effective	reduced swelling so i could bend knee & do physical therapy. the healing on it's own was not happening as fast as 2nd dr. wanted. he said 1st. dr left leg brace on too long there fore muscles tightened up and therapy was very painful.
1	marginally effective	i didnt see any benefits, what else can i say? i had to take this to counteract the side effects of clindamycin.
10	highly effective	the is a vaginal ring containing estradiol that was effective in providing hrt (hormone replacement therapy) thereby eliminating hot flashes, vaginal dryness and other menopausal effects.  the is inserted vaginally so the estradiol is absorbed quickly into your skin.  it lasts three months which eliminates the need to take medicine daily.
5	marginally effective	they gave me a little more energy for the first week or two.  but then after that, no noticable increased energy was felt.  the first 3 days my hunger seemed to be less, but i think this was only due to a placebo affect.
10	highly effective	xanax took the edge off of the anxiety without causing drowsiness or interfering with thought process. the anxiety was due to court testimony and memory recall of 5 years prior. calendar dates were going to be of importance.
10	highly effective	"very firm erection around 20 minutes after initial dose. the 100 mg dose was considerably more efficacious than lower doses. the ""firmness"" of the erection is much more notable at 100 mg."
7	moderately effective	i had a calmer outlook in general and was able to cope with stressful situations better. also little things that use to stress me out i was able to deal with.
7	highly effective	removal of superficial basal cell skin carcinomas without surgery
10	highly effective	the imitrex i first took by giving myself shots, but now just take the tablets.  i no longer have migraines.  as soon as i feel a migraine start, i immediately take a tablet, and within an hour the headache had subsided.  no one should have to suffer with migraines anymore.
9	highly effective	my dry cough and sinus infections were virtually eliminated.
7	considerably effective	perioral dermatitis disappear completely during the treatment, but occured again after 2 months. during that time i used only natural toothpaste with no flouride in it. i haven't used any cosmetics during the treatment, but i started using facial cream after a week when dermatitis disappeared avoiding the area around the mouth. continue taking a day for 40 days and i'll see.
9	highly effective	a dramatic decrease in the level of depression and a great increase in a feeling of well-being and hope for the future.  there were also considerable cognitive benefits: thought processes speeded up, memory became stronger and intellectual creativity increased.  also the constant fatigue that accompanied the depression decreased and this made possible an exercise program that increased energy and enjoyment of strenuous activities.  in addition my general and social anxiety decreased dramatically.
8	considerably effective	daily anxiety lessened considerably. when stressful situations arise i am better able to handle them although i am still able to feel somewhat anxious which is good. i don't want to be a zombie with no feelings at all.
7	considerably effective	"zoloft made me feel considerably better, which is to say it decreased the severity and frequency of my ""why me"" or ""i suck"" bouts, but the underlying facts were still the same."
10	highly effective	increased cd4 count,and lower viral load.
10	highly effective	clear skin. limited break outs
1	ineffective	none.  had to discontinue use after three days because of severe side effects!
4	ineffective	took the medication for bladder infection.  never missed a dose and took it for five days.  infection subsided, but returned about 1 week later.  would recommend a longer time period.
5	considerably effective	so far, i have experienced an uplift in mood and a dulling of anxious reactions and pms symptoms.  i can't say it's all due to the prozac, as im employing cbt methods, but my anxiety has not escalated into a full blown attack and i generally feel a lot better about life and about myself.  im still weighing if these benefits are worth all of the symptoms im experiencing.  it's been hard to maintain a positive outlook when i don't feel normal due to the trembling and 
10	highly effective	i can now sleep at night and not during the day, although easily stressed these drugs have enabled me to carry out my daily routine with no day time sleeping.i still would never attempt to work outside the house, the stress level would tip me over. i don't have panic attacks anymore unless a major confrontational situation arises.
1	ineffective	this did nothing for my dry eyes, which cause me to have blurry vision at times.
9	highly effective	there was a complete halt of pain in the foot, which was the most affected area with arthritis, within 3 weeks of use. swelling of the foot was gone within 5 weeks.
8	considerably effective	i started to take to treat my under active thyroid , my symptoms where hair loss , voice and pains all over , at first i was advised to take 50 mg , but that did not do the trick and my endo upped my dosage 12.5 mg a month, so far my hair has stopped falling out, my voice is back to normal, and i can stay wake in day , and not so tired taking this medication changed my life
2	ineffective	there were little to no benefits to using differing to treat acne.  while it may have helped exfoliation, it did little to treat current and to prevent future acne.  instead of differing  using a separate skin exfoliation product in addition to an over the counter acne treatment might have been more beneficial.  my acne worsened using differing -- some say it is because the impurities are being purged from beneath the outer layers of the skin.  i don't know if i completely buy this theory though i would have believed it if it showed some improvement after three months.  unfortunately, it did not.
8	considerably effective	pristiq elevated mood and energy levels.
1	considerably effective	slept through the whole night. did not even get up to use the rest room.
10	highly effective	the best painkillers ever! quite low dosage when it comes to the active substance used but it does work perfect. i like the fact that they come in two different dosages and  when taking this medicine i think that one should take ones weight and the severity of the condition that one wants to treat.
1	ineffective	none!!!
6	moderately effective	i have a chronic sinusitis condition. my throat and vocal abilities get affected change of season . i took allegra to alleviate the condition on the prescription of a doctor.the condition improved slowly.
4	ineffective	i really didnt lose any weight even though i cut my caloric intake. i stopped snacking and in general ate less and went for walks when possible
4	marginally effective	mild improvement of symptoms, however the symptoms were not eliminated.  this required a second treatment of the antibiotic a month later.  again the symptoms persisted.  a third treatment was taken 6 months later again.  this appeared to have eliminated any chronic symptoms.
10	highly effective	the symptoms of the gastritis resolved completely within 12 hours after the first dose and were not experienced at all while on the treatment. there were no troublesome side effects compromising compliance. the once daily dose was also to completing the course of treatment with ease.
9	considerably effective	disapearance of migraine headache
9	highly effective	easy to take, began noticing a difference within two weeks
2	ineffective	none.  i had a bacterial infection accompanying my flu and there wasnt a single noticeable benefit.
8	highly effective	good i am able to walk better. my hips do not very much now.
8	considerably effective	complete reduction in heartburn & reflux.
1	highly effective	seizures dissipated
8	highly effective	before taking xyrem i had to take a daily nap to feel refreshed. i had vivid hallucinations and i had to control my emotions.i would also get up to use the restroom approximately 10 times at night. since i started taking xyrem, i stopped taking those daily naps, no more hallucinations and i am able to laugh;cry more with less muscle weakness. eventhough i only sleep for 6-7 hours max, i wake up feeling refreshed.
6	moderately effective	i found tramadol quite effective before and after surgery to reconstruct my knee (acl).
9	highly effective	prolonged sleep, less pain
1	considerably effective	my migraines did decrease significantly while on this medication. there was a clear inverse correlation between my neurontin dosage and my migraine frequency and severity (more neurontin, fewer migraines)
8	moderately effective	for the most part, the pressure feeling i constantly had in my bladder went away.  sometimes, especially in the middle of the night, the pressure would return slightly.  instead of having to go to the bathroom 2-3 times during the night, i was able to only have to get up to urinate once a night.
10	highly effective	the idea is to take one pill each day for three days and then up the dose to twice per day.  at day 10 the patient is to stop smoking altogether.  i did this and found that in fact by day 8 or 9 i felt an eversion to smoking.  niggling cravings every few days trickled to a craving once a week or so which is weak and easily overcome. the prescription is typically for 3 months but i didnt need any refills at all.  i stopped taking the drug after a month or so.i recommend this drug only under the care of a physician to anyone interested in stopping smoking once and for all.  certainly a person must be commited to the decision to quit smoking though or save your money.
9	highly effective	the major benefit of taking this medication was a decrease in the signs and symptoms of anxiety that i experience when in social situations. it prevents the elevation in heart rate that i normally get, as well as preventing dry mouth, sweaty palms, etc. as a result, i am much more able to focus on the task at hand.
10	highly effective	the reduction in inflammation was so great that there was an overall systemic improvement resulting from a deeply toxic experience of mold exposure that disrupted my entire system and made daily life vis a vis food very distressing and included a taxed liver...the effects of the inflammation reduction on a daily basis for 2 months calmed my system and provided relief so that deeper healing could occur.
6	moderately effective	i noticed significant changes in the beginning.  after about 2 years, the dosage needed to be increased and is now at the max.  i am experiencing an ebb in effect and have no way to increase the dosage now.
9	highly effective	it definitely reduced the anxiety that i had, it also helped with the occasional insomnia that i was having. it had a very good effect.
4	moderately effective	the acne cleared up for the most part for about 6 months to a year afterwards.  then symptoms returned and there was no difference in the severity of the condition prior to treatment.
8	highly effective	these drugs eliminated hot flashes;they also appeared to help with restlessness,sleeplessness and made it possible for the patient to live a 'normal'life as if menopause was not happening.
8	considerably effective	can get a good nights rest and anxiety attacks are supressed. i have been able to lead a normal life and be successful  i am doing my doctoral now in medical research and belief without azor it would not be possible. i remember what my life was before azor and am relieved to know it is behind me. i have been on it for years now, the benefits outweighs the disadvantages- i know im addicted. azor was and still is prescribed to me by my psychiatrist.
8	considerably effective	i took alprazolam for 2 months for extreme anxiety/depression. it did work considerably in the beginning, however i would occasionally sleep the day away if taken in the morning. i would wake up from naps with a terrible disposition. it did work considerably for anxiety, initially, but it's very easy to self medicate and take considerably higher dosages then prescribed. in retrospect, i have taken the medication because i was already on a medication to come off of opiates, because i have an addictive personality. i discussed this with my dr. and he told me that alprazolam with suboxone worked well together. i later found out that the two drugs were dangerous to take together because of the potential of respiratory depression. also, i've found out that benzodiazepines, especially alprazolam can be very addictive, which can have much worse withdrawal than any opiate. i think alprazolam can be a very useful medication if taken as prescribed and only taken on a prn basis. i don't believe there are any instances where alprazolam should be taken twice a day, unless you have signs of extreme anxiety all day, every day. if you have an addictive personality like myself, i think if you consider alprazolam at all, it should be used very judiciously. but exhaust other alternatives to alprazolam, like buspar, which has no addiction potential, however, i think it tends to be pretty much useless unless taken in high dosages. i suggest talking to two or more dr.s before initiating a regimen. i only say this because i know what alprazolam withdrawal entails, and there are very unpleasant side effects, which can be life-threatening. also, alprazolam isnt effective for very long. it is really only good for extreme panic attacks and helps quickly, then it loses its effect within approx. 2 hours. i will also say gladly, that i have known people who have taken alprazolam for several years and only for extreme panic attacks, and none of them have developed a dependency on them. the bottom line is you know you're propensity to addiction. use your own common sense and if prescribed, have the dr. start you on  , the lowest dose, and you should see a great difference in your anxiety, especially if your body is not accustomed to benzodiazepines. best of luck.
7	considerably effective	helped with acne and cysts even though not used daily as prescribed. face was overall clearer over time. the best part was helping with pimples that formed into cysts.
7	moderately effective	the doctor told me that this medication would suppress my appetite as well as increasing my metabolic rate which would assist in weight loss.  as i only had to lose 10kg i am not sure that i was the best candidate.
10	highly effective	i was told to avoid coffee, tea, chocolate & peppermint :'(  my hiatal hernia is tiny, but i feel fortunate that i was told about it before it got out of hand.  i feel 100% better 90% of the time, and when i don't, it's usually because i forgot to take my pill the previous day.  i would prefer for my pain to be treated by diet changes alone, but it's nice to have a pill to rely on.  it's my goal to control my pain naturally, wish me luck!
10	highly effective	easy to use. highly effective.
7	considerably effective	after 2 weeks of continue use, there is less breakouts. the comedown is open and also fast healing.
10	highly effective	the treatment results were successful.  the prescription took the pain away.
5	considerably effective	started with fluoxetine for 2 year before starting strattera. initial benefits: feeling of urgency to complete work, on details, less emotional lability,feeling in control, less forgetting,less anxiety, panic stopped completely, depressive moods disappeared appearing occasionally. took once a week counselling adhd discussion groups before and during therapy
10	highly effective	i had testicular cancer, and i became addicted to oxycontin.  try as i did, i simply could not kick the habit.  methadone really worked for me, and after a while, i tapered at a slow rate.
5	moderately effective	reduced pain caused by erythema, ability to carry out day to day activities without too much discomfort. though tiredness was on of the side effects of the problem this could not be resolved with drugs, though blood tests did show whether the situation was improving or not.
1	ineffective	placebo effects, i thought it was helping at first
7	considerably effective	the drug was effective in reducing high thyroid hormone levels
2	highly effective	at first i started with the 65 mg dose for about a month and it really helped my skin. all acne was reduced. i think during this first month though is when i started to build up reactors and an allergy to this medication.
7	considerably effective	initially, i was concerned because i had knee surgery and was on crutches for six months.  i gained weight rapidly and didnt know why.  after taking a blood test, it was determined that my thyroid level was low.  once taking the medicine, my blood tests came back ok, but the weight did not decrease as the doctor had said it would.
9	considerably effective	i am able to go along my day without sneezing, itching, watery eyes, and runny nose. it has alleviated my symptoms except for a slight cough.
1	ineffective	none!!!!
8	highly effective	the acne i had on my face in the t-zone area disappeared within a week.
10	considerably effective	i had felt so depressed over the diagnosis of my mothers terminal illness and after taking this medication for less than 2 months i noticed that i could control my emotions much better.
5	moderately effective	topamax was originally prescribed to eventually replace in part or totally the elavil i was taking as sleep med.  elavil and effexor were thought to initiate cravings for carbohydrates that would lead to overeating and overweight.  i was taking elavil each night.  the goal was to completely switch from elavil to topamax.  topamax also had the added benefit of preventing migraines which i am prone to because of my caused by a sub arachnoid cyst. i have a vp shunt
1	ineffective	there were no benefits to me with this drug for treating cyclic vomiting syndrome. it did not stop the nausea or vomiting.
3	moderately effective	helped the pain but not for long as the side effects come very quickly and made me feel much worse
10	highly effective	my symptoms prior to taking the medication was the feeling of anxiety, sadness, i cried often and easily. after taking the medication i felt like i could cope with my problems and my day to day activity was more manageable with what was happening with my personal life. i was told by my physician this medication could be taken long term if needed. i know some medication of this type can make you feel spacey. this medication had no effect like this on me whatsoever.
6	highly effective	i was able to concentrate and complete daily tasks.  i didnt have to write notes to myself and constantly put them in various places so i would run into during the day.l
10	considerably effective	removed bacteria from a rather invasive surgery that could have encountered complications which could lead to other serious side effects
8	moderately effective	less urinary urgency (worked as advertised).
8	moderately effective	it helped with the itchy watery eyes and congestion
10	highly effective	diminished sinus congestion/drainage and related cough. no hemoptysis or rust stained sputum noted after three days use of levaquin. throat irritation diminished third day. increased feeling of wellbeing on third day.
1	highly effective	according to thyroid tests that i take every year, the combination of levothyroxine and are keeping my under control.
5	marginally effective	lower levels of pain. light lifting of depression. also helped slightly with anger
9	highly effective	depression eased, and was able to continue with daily life. additionally, regular headaches eased and eventually disappeared.
7	highly effective	this drug does an excellent job of relieving my headache pain.  no otc drug comes anywhere near reducing the pain like this prescription does.  what i used to do for headache pain is lay down in a darkened room with an ice pack on my forehead.  if i could fall asleep usually the pain would be gone when i woke up.  problem is that it is not always possible to find a quiet, darkened room when a headache comes on.  this prescription relieves pain completely within 45 minutes.
10	highly effective	neurontin helped prevent hypomania and headaches.  neurontin allowed me to feel less like i was aboard a runaway train.  i was able to back off enough so that i was able to move normally.  it also helped with the headache associated with a subdural hematoma.
3	considerably effective	my doctor prescribed lexapro to treat my condition of major depression disorder (mmd.)  in addition to major depression disorder, i also have anxiety disorder, and prior to treatment, i occassionally get into hyperventilation. i felt better after several days into taking lexapro, and i was able to sleep better also.
9	highly effective	inhibits allergic reactions
8	highly effective	in short, the patient recovered. the patient sometimes used to report higher grades of blood pressure, anxiety and headache. also reported to have back ache some times.the present treatment gave patient comfort and she has recovered to a greater extent, and is able to live a normal life now.
9	highly effective	what i really like about this medication is that it cleared up my sinuses. i no longer experience the tingling feeling that i had in my cheeks and around my lip area. i am also very happy that the medication helped me with my allergies to dust and to the effects of dry air on my nose. it stopped my nightly nose bleeds.
10	considerably effective	presumably my high cholesterol was lowered as a result of taking this medication.
7	considerably effective	"this drug after it reached therapeutic levels in my body resulted in a lifting of my depression. i was able to function in life in a more normal way. i ""just felt like doing things"". before i was struggling to get things accomplished."
8	highly effective	after several days of taking 20 mg. per day my signs of depression were gone. i felt coming out of the dark in the bright sun! it has changed my life.
8	highly effective	my skin dried up and the acne went away. this was extremely effective.
2	moderately effective	i did not feel that the original diagnosis was correct. i went to the doctor for tooth pain and he chose to treat me for tmj of which i disagreed. as it turned out the diagnosis was incorrect as i eventually had the tooth pulled and all pain stopped. i did not complete the suggested treatment plan due to mild side effects listed below.
10	highly effective	before  i was getting up to urinate from 3 to 6 times a night. now i can sleep all throught he night without getting up to urinate!
6	moderately effective	after  kept polyps from reforming to a large degree though i've never regained my sense of smell except for periodic whiffs of gasoline, etc.
10	highly effective	ok so far no just the odd headache  i find the lasts me about 7 to 8 hours is that about right for i dont no
10	highly effective	was placed on ritalin due to extreme fatigue associated with fibromyalgia.medication highly effective in overcoming lack of energy and the tiredness that would never seem to go away.the fatigue was worse than the physical pain associated with fibromyalgia.
1	ineffective	improved some symptoms: cold intolerance; carbs cravings; gives energy for a short periods of time (2-3 weeks) after increasing the dose;
9	considerably effective	whenever i had a diarrhoea attack i could take two pills of the drug and the attacks diminished in numer and intensity, not blocking my intestinal activity afterwards
8	highly effective	"clear skin is priceless, to wake ach day confidant, self esteem in tact and out the door with out ""needing"" makeup..i would do it again."
10	highly effective	it cured the rash around my upper lip and chin area
10	highly effective	this drug claims 99.9% accuracy when administered daily with very little side effects, have been using for several years with no weight gain and no accidents. the packaging is simple, easy and convenient.
9	considerably effective	it reduces the frequency of episodes of relapsing/remitting multiple sclerosis.
10	highly effective	once i was diagnosed properly and began taking the synthroid, my dry skin cleared up, my energy level increased and my depression lifted.  my hair is now thick and shiny again.  i did not have weight gain so i cannot comment on that.
8	highly effective	i was able to eat without nausea and vomiting after meals.  i was able to regain lost weight.  i was able to eat normal sized meals again.
10	highly effective	after about two weeks of the taking chantix the craving was alot less
7	considerably effective	well controlled seasonal allergies and improved breathing.  i was able to use this medicine for allergies but also noticed that my general breathing, especially while working out, also improved.  years later i was diagnosed with reactive airway disease instead of asthma.  i had noticed i had a much harder time jogging during the seasonal changes until i started taking the claritin.  then running became much easier, so it now makes sense to me that the claritin helped so much.
8	highly effective	nerve pain and muscle pain decreased significantly within the first couple days.  fibromyalgia was very debilitating for me but with lyrica, i was able to go back to work and function normally.  it helped with pins and needles, twitching, and muscle spasms.  it also seemed to help with some of the anxiety i experienced.
10	highly effective	was getting up to urinate 3-6 times a night to urinate. now can sleep through the night getting up not at all or one time. excellent results - could not be happier. dr. did digital exam, but felt no abnormality, but said hypertrophy could be on side he could not  so to try  it worked!
7	considerably effective	the benefits to the treatment were that my anxiety was significantly decreased.  it took almost two months for the benefits to kick in, but when they did it was well worth it.  the depression also decreased significantly.  im not sure if that was due to the addition of wellbutrin, or if the reduction in anxiety was so great as to reduce the depression.
10	highly effective	strength returning, clarity, ability to breath improved
1	ineffective	the treatment was to help lower my cholesterol levels, i only took it for two weeks so i did not benefit from taken this treatment,
7	highly effective	my chlamydia went a way and i made a complete recovery. my acne also temporarily went away, which was good. however, it did come back after i stopped taking it, which meant it was somewhat useless.
8	highly effective	the treatment remedied her lab values as well as treated her symptoms of weight gain and lack of energy.
9	highly effective	more energy, the pall that was hanging over me was lifted.  i became me again.  i did not just cruise through life having no connection, i was engaged again.
8	considerably effective	this drug lowered my mild hypertension to normal range
4	moderately effective	stopped thinking that caused panic attacks and delusions. helped me be able to parent effectively again.
1	ineffective	the benefits were simple--none
1	marginally effective	lowering high cholesterol
6	moderately effective	it helped with menstrual pain and cramping due to uterine  it also slowed down heavy menstrual bleeding somewhat that was caused by the size, number and location of my uterine 
9	considerably effective	a muscle in my neck was pinching a nerve such that  if i turned my head or lay on that side my arm would instantly start to tingle and my hand fall asleep.  the was effective in relaxing my muscles enough to make this merely a slight sensation within about twenty minutes, and over of one two two months the problem went away entirely.
6	highly effective	when i am in highly stressful situations, i start to cry.  i took xanax at times when i knew this would happen and it worked perfectly.  i did not cry at all, my eyes didnt even water.  this has never happened with any other medication.
10	highly effective	i had   persistent periodontal problems, both stressful and painful.  every dentist i saw  told me i was going to lose my teeth.  this drug  cleared up the condition.  it protected me against inflammation for the entire period of time that i took it.  i continued taking the drug much longer than is usually recommended because it was so effective. the effectiveness did not seem to diminish.
10	highly effective	much more effective than synthroid in raising body temperature, relieving fatigue, and weight loss
7	considerably effective	this medication was greatly effective in alleviating my depression, more effective than ssris or snris i have tried.  also, the effects did not seem to wear off with time (over the course of treatment, 9-12 months) which i experienced with celexa and effexor xr.  the facial pain was also decreased, this medication is also used as a treatment for nerve pain.
9	considerably effective	wellbutrin has been very effective for my low-grade depression. i have tried many other antidepressants in the past and have found them to be ineffective and/or causing too many side effects (weight gain, sexual side effects, fatigue, etc.). wellbutrin actually helps me maintain my weight and has minimal sexual side effects.
2	highly effective	prevented pregnancy
7	moderately effective	swelling decreased. itching stopped. easy to calculate dosage. familiarity of rx with patient and family.  iv push med. rapid acting.
2	moderately effective	the doctor gave me a shot of that quickly reduced . i was sent for therapy for about ten visits. i was also prescribed celebrex. however the celebrex actually made me feel worse. my heart was racing and it hurt my throat when i swallowed. it felt like i had a marble logged in my throat.my blood pressure was sky rocketing. the pain was gone but i felt terrible.
1	marginally effective	i slept wonderfully well.
1	considerably effective	crestor reduced my dramatically. unfortunately there is no evidence that crestor reduces heart attack risk or other cardiac event or reduces plaques. stents and bypasses have not been proven to promote longevity either - merely to alleviate discomfort. my blood pressure went as low as 80/40 which made me faint
9	considerably effective	"helps to get patient to sleep more quickly than any other sleep aid; no morning ""grogginess"" as with some other medications."
8	highly effective	the treatment benefits were of a great benefit to me. before i took the i couldnt sleep, work, and i could barely get out of bed the pain was so severe. before the i did try the first and it didnt help, then i tried it with the lyrica that only dulled the pain a little. then the and it helped tremendously. i started on two times a day after a month went to three and it helped to the point where i could work and i could get out of bed and do things like cut the grass or hiking and just many of other things. my overall experience were tremendous with minimal side effects!!!!!
7	considerably effective	since this was an initial diagnosis of hsv 2 i do not know how effective it was as i have nothing to compare it to.  it is supposed to keep hsv 2 from erupting on the skin's surface or if it already has, it is supposed to reduce the duration of the lesions.
1	highly effective	by taking yasmin i did not get pregnant, as it did act as a proper birth control method.  however the side effects outweighed the benefits and i was forced to switch to a new form of birth control. i would never recommend this type of birth control.
10	highly effective	this particular treatment effectively eliminated all visible symptoms of oral herpes.  in my case, the symptoms were increasingly worse.  i would have an outbreak every two months that would last 14-18 days.  since treatment, i have not had one outbreak.  two years and counting.
5	moderately effective	general gradual lowering of cholesterol levels over a period of twelve months
10	highly effective	the tamoxifen has kept my condition (benign) constant and with no signs of malignancy developing for ten years since the discovery of the condition.  levothyroxine raised my levels to normal and i am less fatigued and feeling generally healthy.
3	ineffective	after pregnancy my upper lip remained marked with dark spots -  my dermatologist prescribed tri-luma cream to lighten the spots and also said it would help reduce the appearance of my wrinkles.
10	highly effective	prior to taking nexium i had continuous gerd.  i took every type of antacid over the counter.  in addition i had more episodes of asthma and cystitis.  whenever i had extreme heartburn i would also get the other 2 problems mentioned above.
9	highly effective	there was a complete reduction of back pain, and the inflammation. i wasn't sure what was causing it at the time- ie. back strain or period pain or?? but the voltaren made me able to walk and sit comfortably again
10	highly effective	the paxil ,valium combination relieved my symptoms 
8	moderately effective	i now lost 6 kg during 3 months and i can now wear my favorite dress without any hassles.
10	highly effective	after being given this treatment there was no coughing no vomiting like i had experienced with some other bp medication
9	highly effective	i had become so severly depressed that i was incapable of holding a job.  my doctor had tried virtually all classifications of meds on the market but none were able to pull me out of the state i was in.  my world had become so dark i felt the sun would never shine again.  this med allowed me to function again within my family and within the working world.  i stopped crying all the time and was able to concentrate and perform the tasks necessary for employment.  i got my life back.
10	highly effective	prevention of post surgical infection and peace of mind following my minor outpatient surgery.
9	highly effective	nasonex helped me brath at night and stopped congestion, sneezing and running nose.it helped me also with my cat allergy, so now i have 3.for years before nasonex i used very often (5-6 times per week) but now i use it 10 times per year! in order to stop sneezing and running nose.
1	ineffective	none
9	highly effective	i had a severe fall and tore the psoas muscle and damaged the si joint. before i was in great physical shape. after i could barely walk a block. after pt which only mildly helped i asked for various meds. vicodin helped some but left me hung over. valium released the muscle seizures and allowed me slowly to   return to exercise. it's not used much now that there's  but f. can lead to depression and doesnt as effectively release muscle tension (in my case).
10	highly effective	it cleared the skin infection,effectively and quite fast, was convenient to take, and easy to remember.
10	highly effective	it removes both visible a nd unseen sun damage from the skin
5	moderately effective	for the depression it didnt make much of a difference; but it worked wonders for my anxiety. the edginess, nervousness, impatience, fear of socializing and going out of the house, completely disappeared after one month of taking it. my close friends even commented that 'i was my old self again'. i was much more relaxed and happy. it made me realize that i was misdiagnosed as depressed, when what i really have is anxiety. after talking to my new  we came to that conclusion.
1	ineffective	none (see next entry).
8	considerably effective	control glacoma; since drug was so expensive, eye doctor started me out with sample drops. drug was being used to stem the development of glaucoma 
8	considerably effective	the drug melts on the tongue so there is no need for water and is great when you need to take a tablet in the car etc. it is effective as soon as the effects of a migraine appear and i would recommend it to anyone who suffers.
6	moderately effective	the drug is supposed to help decrease tear production. my eyes are still dry and get irritated easily. however, they are better than before i started the drug. on the occasions when i have stopped using it for 2-3 weeks, my symptoms worsen, so it does appear to be helping.
8	highly effective	,being able to smoke while drug builds up in your system, i also really enjoyed the colorful and vivid dreams but some people are known to have terrible nightmares    also you really do completely  lose the urge to smoke!
3	marginally effective	none-well, my tsh is only .02, but my thyroglobulin levels are elevated as well as antibodies. so...maybe this helped keep the cancer down (over the years i've had multiple i-131 treatments, 33 imrt or external beam radiation treatments, and multiple surgeries to the neck region. the drug does not seem to help with the symptoms that were evidence since realizing i had thyroid cancer.
